text,doc_key,story_id,model_type,prompt_type,seed,num_sentences,source_file,balanced_category,sampled_seed
"The evening was warm , with a soft glow from the string lights illuminating the garden . Emily stood near the entrance , her expression contemplative as she watched the guests arrive . She wore a striking red dress , her blonde hair styled in loose waves . Her gaze drifted towards the crowd , her eyes locking with another woman , Rachel , who had just arrived with a man in sunglasses . Rachel , in a black dress with a red scarf , held a glass of champagne , her expression poised . [SENT] The two women approached each other , their movements graceful . Emily raised her glass in a silent toast , and Rachel mirrored her , their eyes meeting briefly before they parted ways . Emily moved towards the house , where a small gathering had formed . She joined the group , her presence blending seamlessly into the lively chatter . [SENT] Inside , Emily found herself seated at a table , next to a man with tousled hair , his expression serious . They exchanged a few words , the tension between them palpable . Emily ’ s smile was forced , but she maintained her composure , sipping her champagne and listening intently . [SENT] Across the room , Rachel and the man in sunglasses engaged in conversation , their body language suggesting a deep connection . Emily glanced at them , a hint of longing in her eyes , before turning her attention back to her own conversation . [SENT] As the night progressed , the atmosphere grew more intimate . Emily ’ s smile softened , and she leaned slightly towards the man beside her , her expression more relaxed . The evening ended with a sense of unspoken emotions , the relationships between the characters hinted at but not fully revealed . [SENT]",11541,48,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The scene opens on a ship 's deck where a group of people , dressed in military uniforms and traditional attire , are gathered . The atmosphere is tense , with soldiers and civilians alike standing on the ship . In the background , the ocean stretches out , indicating that the ship is at sea . [SENT] The focus shifts to a man in a suit and hat , standing confidently among the crowd . He appears to be a figure of authority , possibly a diplomat or an officer , as he looks around with a serious expression . The soldiers around him are alert , holding their weapons . [SENT] The camera then zooms in on Wolf , a man in a suit , who seems to be observing the situation with a calm demeanor . He is surrounded by a group of men in various uniforms , suggesting a complex hierarchy or mission . [SENT] Next , Paul , a man in a military uniform , is seen escorting Karen , a woman in a light-colored dress . She appears distressed , her hands bound , indicating she is a prisoner or hostage . The surrounding soldiers keep a watchful eye , reinforcing the tense atmosphere . [SENT] The scene culminates with Wolf walking purposefully across the deck , his expression resolute . The ship 's crew and soldiers remain vigilant , highlighting the gravity of the situation . The entire narrative suggests a high-stakes scenario involving authority , captivity , and a possible rescue or interrogation . [SENT]",11678,48,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The man in the cowboy hat stood alone , his face stern and unyielding . He seemed to be waiting for something or someone . [SENT] As he turned to the side , a crowd of people came into view , all wearing similar cowboy hats and looking determined . They appeared to be a group of outlaws , and the man in the cowboy hat seemed to be their leader . [SENT] The scene shifted , and the man was now standing in front of a large , dark background , his hat still firmly in place . He looked like he was preparing for a confrontation . [SENT] The crowd of outlaws reappeared , this time surrounding the man in the cowboy hat . They seemed to be closing in on him , but he stood his ground , his expression unwavering . [SENT] In the final scene , the man was still standing , but the crowd had disappeared . He was surrounded by a cloud of dust , and his hat was still firmly in place . It seemed that he had emerged victorious from the confrontation . [SENT]",2722,48,llama4scout,original,42,5,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The crowd cheers as confetti rains down on the stage . [SENT] The scene captures a moment of celebration , with people standing and cheering , their faces filled with joy and excitement . [SENT] The confetti continues to fall , creating a colorful and festive atmosphere , as the crowd 's enthusiasm is palpable . [SENT] The celebration appears to be a significant event , possibly an award show or a concert , with the audience 's energy and excitement radiating throughout the scene . [SENT] The confetti starts to clear , revealing a sea of smiling faces , all basking in the excitement of the moment . [SENT] As the confetti settles , the crowd begins to disperse , still buzzing with excitement , their faces aglow with happiness . [SENT]",13683,48,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Sarah sat on the green couch , her robe clutched tightly as the house felt unnervingly silent . The dim kitchen light behind her cast long shadows , amplifying the stillness . [SENT] Tears streamed down her face , each drop carrying the weight of a secret she could no longer bear . Her breath hitched as she gripped the robe ’ s edges , knuckles whitening . [SENT] Her eye , glistening with unshed sorrow , reflected the faint glow of a nearby lamp , the moisture tracing a path down her cheek . [SENT] She screamed at the two figures before her , her voice raw with accusation as she pointed a trembling finger , demanding answers about the missing child . [SENT] The bedroom was engulfed in smoke , the bed ’ s occupant motionless beneath a green blanket , the air thick with the scent of burning fabric—a disaster born of distraction and despair . The window ’ s faint light revealed the chaos , but no one moved to help . [SENT]",5062,48,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Greta stands by a grill in a sunny park near the marina , holding a phone and a tray while Jake tends to the food with tongs , the harbor and trees framing their casual gathering . [SENT] Jake and Greta converse closely , his striped shirt and her red top vivid against the blurred greenery , their expressions suggesting a lighthearted exchange . [SENT] Greta smiles as she faces Jake , phone still in hand , with sailboats and the waterfront visible behind her . [SENT] Nearby , Ashton and Natalie arrange a checkered tablecloth over a picnic table under a white pavilion , preparing drinks and snacks for the group . [SENT] Ashton steps back with hands on his hips , surveying the scene as children play and cyclists pass along the harbor path . [SENT] He then glances downward , adjusting his watch or considering the gathering ’ s flow , the serene water and boats underscoring the relaxed atmosphere . [SENT]",10408,48,qwen3vl,large,42,6,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
George was sick in the hospital and had know idea what was wrong . [SENT] Jacques was the hospital administrator . [SENT] Jacques was tasked with explaining George 's illness to Cary and Audrey . [SENT] Cary and Audrey were George 's closest relatives and they were very concerned . [SENT] Jacques did his best to explain George 's condition to Cary and Audrey . [SENT],2400,49,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"George , a fantastically wealthy businessman , passes away after an illness . [SENT] A week later , Jacques , George 's attorney , has gathered the two children and their respective attorneys together for an important meeting , which the family assumes will be the reading of the will . [SENT] Jacques reveals that for years George had a secret family in Jamaica . His frequent business trips were actually trips to see his other family . [SENT] Cary and Audrey , George 's children , are stunned to speechlessness . [SENT] Jacques carefully explains that George wanted his entire estate to go to the other family . Cary and Audrey will get nothing . [SENT]",2400,49,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines,human_large,43
"A man in a white dress shirt and dark tie stands before a mirror , carefully adjusting his appearance . His reflection shows him preparing for what seems to be an important day , while behind him in the mirror 's reflection , someone lies in bed . [SENT] The bedroom reveals a woman still sleeping in the bed , tangled in gray sheets . The room has a lived-in quality with warm lighting from bedside lamps . The atmosphere suggests an early morning scene in their shared home . [SENT] The man continues his morning routine at the mirror , now more focused on straightening his tie . The woman in the bed behind him remains visible in the reflection , creating an intimate domestic moment as he prepares to leave for work . [SENT] Now fully dressed , the man stands beside the bed looking down at the woman who has awakened . He appears to be saying goodbye or having a brief conversation before departing . His posture suggests a mixture of duty and reluctance . [SENT] The man , now wearing a gray suit jacket over his white shirt and tie , stands ready to leave . The woman sits up in bed , her bare shoulder visible as she looks up at him . He gazes down at her with what appears to be affection or concern . The moment captures a tender farewell between the couple before he heads off to his obligations for the day [SENT]",1111,49,claude45,original,42,5,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Three men sit together in a booth at what appears to be a small-town diner during winter , with snow visible through the large windows behind them . The man in the center , wearing a brown suit and tie , sits between two older men as they discuss something serious over coffee . The atmosphere suggests this is an important business meeting or investigation taking place in this quiet establishment . [SENT] A man wearing a distinctive tan quilted jacket and a dark fedora-style hat stands inside what looks like an office or institutional building , speaking with someone whose back is to the camera . The man in the hat appears to be asking questions or seeking information , his expression focused and somewhat concerned as he engages in conversation near a counter or desk area . [SENT] Two men stand outside in the cold winter weather , both bundled up against the elements . The man on the left wears the same tan quilted jacket and hat from before , while his companion wears a burgundy puffer jacket and a flat cap . They stand near what appears to be a small building with a striped awning , their breath likely visible in the frigid air as they survey their surroundings together . [SENT] The man in the tan jacket and hat is shown in closer detail as he stands outdoors near a highway , with road signs visible in the background indicating directions to different locations . His weathered face shows determination or concern as he speaks with someone off-camera , the winter landscape stretching out behind him with patches of snow covering the ground . [SENT] The conversation continues in the snowy outdoor setting , now focusing on the man in the burgundy jacket and flat cap . His expression appears troubled or uncertain as he listens and responds , the bare winter trees and snow-covered ground creating a bleak backdrop that mirrors the serious nature of whatever matter these two men are investigating or discussing in this cold Minnesota-like setting [SENT]",5540,49,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"A young boy named Alex lay on the grass , gazing thoughtfully at the sky , dreaming of adventures . [SENT] Nearby , Emily , a red-haired girl , shielded her eyes from the sun , lost in her own thoughts . They often spent afternoons imagining stories and exploring the fields . [SENT] That evening , a tragic accident occurred . A car crash under the overpass brought chaos , with ambulances and police rushing to the scene . [SENT] In the hospital , a woman named Sarah anxiously awaited news . Her husband , Tom , was involved in the accident . [SENT] Tom lay in a hospital bed , bruised but relieved to be alive . His face bore the marks of the crash , yet he managed a hopeful smile , grateful for a second chance . [SENT] Months later , two friends strolled along a sunny promenade with their energetic dogs , enjoying the vibrant atmosphere of the day . [SENT] The friends laughed and chatted , appreciating the simple joys of life and the bonds that had grown stronger through shared experiences . [SENT]",8551,49,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Ellen stands in the kitchen , her expression tense and focused . She seems to be preparing herself for a difficult confrontation . [SENT] On the floor , Robert is sprawled , looking disoriented and struggling to get up . His presence suggests a recent conflict or accident . [SENT] Ellen holds a wooden bat , a sign of her determination to protect herself and Leonardo , who is nearby , watching with concern . The room is cluttered , reflecting the chaos of the moment . [SENT] Leonardo stands beside Ellen , his face a mix of fear and defiance , supporting her stance against Robert . [SENT] Robert , now on his feet , raises his hand , his face contorted with anger , indicating a heated argument . [SENT] Leonardo shouts back , his face flushed with emotion , unwilling to back down . [SENT] Robert retaliates , his expression fierce , as the argument escalates . [SENT] Ellen intervenes , stepping between them with the bat , determined to keep the peace and protect her family . [SENT]",8061,49,gpt4o,large,42,8,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In the early morning light , a woman hurriedly hung a white sheet on the clothesline , her hands moving swiftly as she secured it with wooden pegs . The sun cast a warm glow over the tranquil countryside , with fields and trees stretching into the distance . [SENT] A man , dressed in worn clothing , swung an axe at a log , his muscles straining with each powerful blow . His focus was intense , his expression determined . [SENT] The woman emerged from a stone house , stepping out into the crisp air , her face set with urgency . She spotted the man and began to run towards him , her long hair flowing behind her . [SENT] The man paused , looking up as he noticed her approach . He watched her sprint across the grassy field , her figure silhouetted against the rising sun . [SENT] As she drew closer , the man 's expression softened , a hint of concern in his eyes . The woman reached a well , quickly filling a bucket with water . [SENT] She turned , running back towards the man , the bucket clutched tightly in her hand . The man ’ s gaze followed her , his eyes reflecting a mix of anticipation and worry . [SENT] The woman reached him , her breath coming in short gasps as she handed him the bucket . The man took it , his grip firm , and they exchanged a silent understanding . [SENT] The man looked down , his expression solemn , as he contemplated the water in the bucket . The woman stood beside him , her presence a silent comfort in the quiet morning . Together , they faced the day ahead , their bond strengthened by the unspoken words between them . [SENT]",4047,49,internvl3,original,42,8,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a dimly lit , intimate room , a group of men gather around a piano , the atmosphere tense and charged with anticipation . One man , dressed in a dark sweater , reaches out towards the piano , his expression intense as if preparing for something significant . The setting is rustic , with wooden walls and a cozy , almost secretive vibe . [SENT] The scene shifts to the same man , now on the floor , his head tilted back , appearing to be in distress or possibly unconscious . Another man , standing nearby , looks on with concern , his hand on the piano , perhaps offering support or comfort . The mood is somber and serious . [SENT] A close-up reveals a man holding a glass bottle , pouring liquid into the mouth of the man on the floor , possibly trying to revive or aid him . The urgency in their actions suggests a desperate attempt to help . [SENT] The focus moves to a bar , where a man in a white shirt is seated , water being poured over his face from a pitcher , likely to wake him up . The bar is cluttered with bottles and glasses , indicating a social or public setting . The man reacts to the water , his face showing signs of shock or awakening . [SENT] Back in the dim room , the man in the dark sweater reaches out again , this time towards another man who appears to be standing over him . The scene is chaotic , with objects scattered on the floor , hinting at a struggle or an intense conversation . [SENT] The man in the white shirt , now more alert , is being doused with water once more , suggesting he is regaining consciousness or being forced to stay awake . The bar setting remains unchanged , with the same cluttered and busy atmosphere . [SENT] The final image shows the man in the dark sweater , now holding a bottle , his expression intense and focused , possibly contemplating his next move . The rustic background remains , tying the scenes together . [SENT]",6215,49,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The man in the suit fell from the sky , his body crumpling as he hit the ground . [SENT] As he continued to fall , his suit became disheveled , and his tie loosened . He seemed to be in a state of distress , his arms and legs splayed out in different directions . [SENT] The man 's face was pale , and his eyes were closed , suggesting that he may have been unconscious or even dead . He was still falling , and it was unclear what had caused him to plummet from the sky . [SENT] The man 's suit was black , and it appeared to be wrinkled and stained . His shirt was white , and it was partially untucked , adding to his disheveled appearance . [SENT] As he hit the ground again , the man 's body jolted , and his limbs flailed out in different directions . It was clear that he had suffered a significant impact , and it was a miracle that he had survived . [SENT]",11719,49,llama4scout,original,42,5,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The chaotic scene unfolded as Ben , Cameron , and Lin found themselves in the midst of a crowded theater . [SENT] The audience , comprising mostly young adults , was in a state of panic , with some people running towards the exits while others were trying to find their friends . [SENT] Ben , wearing a black shirt , was seen pushing through the crowd , his eyes scanning the room for Cameron and Lin . [SENT] Cameron , dressed in a pink shirt , was trying to calm down a group of hysterical people , while Lin , in a dark-colored outfit , was attempting to find a way to escape through the side door . [SENT] As the situation continued to spiral out of control , the three friends finally managed to meet up and make their way out of the theater , amidst the sounds of shattering glass and screams of the terrified audience members . [SENT]",6847,49,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Denzel and Gary moved through the dim , cluttered antique shop , shelves crammed with books and artifacts . [SENT] Denzel halted near a display , lifting a gilded frame to study a ship painting , its sails taut against stormy seas . [SENT] Gary , the shop ’ s elderly proprietor , spoke urgently , gesturing toward a hidden compartment behind a bookshelf . [SENT] Mila reached for a dusty journal on a high shelf , her fingers brushing faded symbols etched into its cover . [SENT] Tom sat at a desk , tracing routes on a world map with a pencil , while his associate nodded in agreement , finalizing plans to locate the treasure hinted at in the journal . The team ’ s tense focus revealed a shared mission , each artifact a clue in their high-stakes quest . [SENT]",721,49,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Connie stands at a hospital reception desk , filling out paperwork while a nurse assists her . Medical staff in white coats converse nearby , and a clock on the wall marks the tense atmosphere as documents cover the bulletin board behind the counter . [SENT] John reaches for a pager on a metal counter , his hand hovering above the device as it emits an urgent alert , signaling a critical situation requiring immediate attention . The dim lighting casts shadows over the surrounding medical equipment . [SENT] In a dimly lit lab bathed in red light , John joins colleagues , including Connie , who bends over equipment . The room is cluttered with scattered documents and tools , reflecting the gravity of their task as others move urgently in the background . [SENT] The team gathers around a desk ; John sits with his arms crossed , explaining something to Connie and another colleague . Their postures convey tension as they process the unfolding crisis , with papers and a telephone visible on the cluttered workspace . [SENT] A patient suddenly collapses on a table , and John rushes to stabilize them while Connie prepares emergency medical tools . The red lighting casts urgent shadows across the room , highlighting the chaos as others rush to assist . [SENT]",345,49,qwen3vl,large,42,5,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
Rosario is on the stage preparing for the large concert that is being held there . [SENT] Anthony is helping Rosario get through the process of setting up . [SENT] Anthony notices that there is an electronic part that needs to be altered . [SENT] Anthony starts to shift the electronic part . [SENT] The stage begins to illuminate stronger . [SENT],1467,50,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"Sam stood on a performance platform looking down at Jim , who had just purchased the casino . Jim was inspecting his recent purchase , making sure every inch of it was tidy . Sam hated what Jim had become . Jim was once a peaceful soul , but now he was starved for money . [SENT] Jim 's wife told him not to do it . He thought for hours about how this purchase would dissapoint her . However , this was a way to finally live the dream life he 'd always wanted . Casinos basically print money . [SENT] Jim then got a sharp pain in his stomach thinking about what would happen if his wife divorced him . He 's be miserable without her . [SENT] As he continued to inspect the casino , he noticed a stranged device hidden in a small compartment in the casino walls . He flipped the switch on the device . [SENT] The switch caused many broght lights to come on . Jim was happy until he realized that the switch also released poison gas into the building , from which there was no escape . [SENT]",1467,50,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines,human_large,43
"A grand feast is taking place in a dimly lit medieval hall , viewed from above through what appears to be a latticed window or screen . The room is filled with nobles seated around tables laden with food , illuminated by candlelight that casts a warm golden glow throughout the chamber . [SENT] At the banquet table , an elaborate spread of dishes is displayed , including ornate serving vessels and platters piled with grapes and other delicacies . The guests are dressed in luxurious furs and rich fabrics , their attention focused on the meal and conversation . [SENT] Eric sits at the table wearing a distinctive fur-trimmed robe and an ornate cap . His expression is contemplative as he observes the gathering , his bearded face partially shadowed in the candlelight . [SENT] Mark and David are seated together at the table , both wearing dark clothing and elaborate hats typical of wealthy merchants or nobles . They appear to be engaged in serious discussion , with plates of food before them and a chandelier hanging overhead . [SENT] The scene shifts to show other guests at the feast , including figures in elegant attire positioned near tall windows . Sunlight streams through the Gothic-style windows , creating dramatic beams of light that cut through the otherwise shadowy interior . The guests continue their meal , some standing while others remain seated , all participating in what appears to be an important social or political gathering among the elite [SENT]",7150,50,claude45,original,42,5,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"An elegant dinner party unfolds in an opulent room with rich crimson damask walls and glittering chandeliers overhead . Well-dressed guests in formal evening attire mingle around a long dining table adorned with fine china and crystal glassware , creating an atmosphere of refined sophistication . The room buzzes with conversation as attendees enjoy what appears to be an exclusive social gathering among the elite . [SENT] James stands near the ornate wall , his expression serious and contemplative as he surveys the room . His tailored suit fits impeccably , though his demeanor suggests he carries the weight of something troubling on his mind . The lavish surroundings seem almost at odds with the tension visible in his posture . [SENT] The gathering continues as guests move about the dining room , their conversations flowing amid the luxurious décor . Decorative plates mounted on the wall catch the warm light , while the assembled company maintains their social rituals . The scene captures a moment of transition as people shift between different areas of the room . [SENT] Kim appears in her striking emerald green dress , her platinum blonde hair styled elegantly as she engages with other guests . She stands poised and confident , embodying the grace expected at such a refined affair . Her presence commands attention as she navigates the social landscape of the evening . [SENT] The setting shifts dramatically to bright daylight as a classic white convertible automobile from the 1950s cruises along a city street . The vintage car , with its distinctive chrome trim and elegant lines , passes by historic architecture including a prominent bell tower . The contrast between the intimate indoor gathering and this open-air urban scene is striking . [SENT] James sits behind the wheel of the convertible , wearing a dark fedora and suit , his profile visible as he drives through the city . His expression remains serious and focused on the road ahead , suggesting he 's traveling with purpose . The journey appears to mark a departure from the formal dinner party , indicating a shift in the narrative toward whatever awaits him at his destination [SENT]",5349,50,claude45,large,42,6,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a dimly lit room , Daniel stands with a confident and intense expression . His demeanor suggests he is preparing for a serious discussion . [SENT] A group of men is gathered around a table in a rustic , old tavern . The atmosphere is tense , and the men are seated , listening intently . John , among them , appears to be the focus of attention . [SENT] Daniel , now facing the group , looks contemplative . He seems to be considering his words carefully , aware of the weight his opinion holds . [SENT] John , sitting at the table , responds with a stern expression . He wears a badge , indicating a position of authority , and his body language suggests he is not easily swayed . [SENT] Daniel gestures emphatically , trying to persuade the group . His hands are outstretched , emphasizing the importance of his message . The room is silent , the tension palpable . [SENT] With a final , determined look , Daniel concludes his argument . The men around him seem to be considering his words seriously , weighing the implications of what has been discussed . [SENT]",9418,50,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In an opulent restaurant , guests enjoy their evening , surrounded by rich red decor and soft lighting . The room is filled with chatter and the clinking of glasses . [SENT] James sits at the bar , his gaze fixed intently on something across the room , deep in thought amidst the lively atmosphere . [SENT] Kim , dressed elegantly , moves gracefully through the crowd , her green shawl catching the eye as she navigates between tables . [SENT] As she reaches the doorway , she exchanges a glance with a well-dressed gentleman , indicating a moment of recognition or intrigue . [SENT] Outside , a sleek silver car is parked by the curb , its polished surface gleaming under the bright sky . [SENT] Inside the car , a man in a hat reads a newspaper , seemingly absorbed in the headlines , while the world continues to move around him . [SENT]",5349,50,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a bustling office , chaos erupted as a masked man , Robert , walked through the room , his gun in hand . Employees were in a state of panic , huddled under desks and covering their heads . The scene was tense as Robert moved with purpose , his eyes scanning the area . [SENT] The atmosphere was heavy with fear as Robert continued his search . A man , Val , crouched down , trying to stay out of sight . [SENT] Robert reached a secure vault area , his focus unwavering as he opened one of the vault doors , rummaging through its contents . [SENT] The employees , including Val , watched in horror , their hands over their heads , bracing for the worst . [SENT] Robert , satisfied with his findings , turned and walked away from the vault , leaving the office in disarray . [SENT] As he exited , the employees remained frozen , the weight of the ordeal still settling in . The incident left an indelible mark , a stark reminder of the danger that had just unfolded . [SENT]",10486,50,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a cozy diner , three men in suits are seated around a table , engaged in a serious discussion . The setting is casual , with a large window revealing a snowy street outside , where cars pass by . The atmosphere is quiet , suggesting a private conversation . One of the men is gesturing , likely emphasizing a point , while the others listen intently , sipping coffee and holding sandwiches . Their expressions are focused , indicating the gravity of their conversation . [SENT] Outside the diner , a man in a green jacket and a brown hat enters , greeted warmly by a blonde woman behind the counter . He seems to be a regular , as their interaction is friendly and familiar . He removes his coat and hat , preparing to settle in for a meal , adding to the diner 's warm and welcoming vibe . [SENT] As the man in the green jacket engages with the woman , another man in a red jacket and a flat cap enters the diner . The two men exchange a few words , their expressions serious , hinting at a deeper understanding or agreement between them . The background shows the diner 's interior , with its inviting red and white striped awning visible through the windows . [SENT] The scene shifts to outside the diner , where the man in the green jacket and the man in the red jacket stand on the snowy street . They appear to be discussing something important , their breath visible in the cold air . The backdrop of a highway sign suggests they might be planning a trip or discussing directions , adding a layer of intrigue to their conversation . [SENT] The two men continue their discussion on the snowy street , with the highway sign in the background indicating nearby routes . The man in the red jacket gestures animatedly , possibly explaining a plan or giving directions . Their serious expressions and the cold , wintry setting create a sense of urgency and importance in their conversation , tying the entire sequence together with a narrative of preparation and purpose . [SENT]",5540,50,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The crowd of soldiers marched in unison , their uniforms a sea of green and brown as they moved through the smoke-filled air . The sky above was a deep , foreboding yellow , with clouds that seemed to swirl and twist in every direction . [SENT] As they marched , the soldiers ' faces were set in determined lines , their eyes fixed on some point ahead . The air was thick with tension , and the smell of smoke and sweat hung heavy over the crowd . The soldiers ' movements were precise and synchronized , their footsteps pounding out a rhythmic beat on the ground . [SENT] The crowd began to thin out , and the soldiers slowed to a stop . They stood at attention , their rifles held at the ready , as they faced whatever lay ahead . The smoke seemed to be growing thicker , making it hard to see more than a few feet in front of them . [SENT] A figure emerged from the smoke , its features indistinct at first but growing clearer as it drew closer . The soldiers ' eyes were fixed on this person , their faces expressionless . [SENT] The figure drew closer still , and the soldiers ' rifles came up , at the ready . The air was heavy with anticipation , and it seemed as though anything could happen next . [SENT] But then , just as suddenly as it had begun , everything stopped . The soldiers lowered their rifles , and the figure vanished into the smoke once more . The crowd stood frozen , waiting for something to happen . [SENT] The main character in this sequence appears to be the group of soldiers . They seem to be on a mission , and their actions are guided by a sense of duty and discipline . The character images provided match the individuals in the sequence : Sam , Frederic , Laurence , Albert , and Martin . [SENT]",6729,50,llama4scout,original,42,7,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The story begins with a scene of destruction , where a large metal structure lies in ruins on a beach . The twisted metal and debris scattered around it indicate a catastrophic event . [SENT] As we move to the next scene , we see a group of military personnel in uniform , standing at attention , their faces stern and focused . They appear to be preparing for a mission or operation . [SENT] The following image shows a similar group of soldiers , but this time , they seem to be in a state of chaos , with some of them looking worried or frightened . It 's as if they have received news of a critical situation . [SENT] In the next image , the soldiers are shown again , but this time , they seem to be in a more relaxed state , with some of them smiling or looking relieved . It appears that the crisis has been averted or resolved . [SENT] The fifth image shows a group of soldiers standing together , looking out at something in the distance . They seem to be surveying the aftermath of the event , and their expressions are somber . [SENT] As the story unfolds , we learn that Wolf , Paul , and Karen are part of this military unit . They have been involved in a critical operation to mitigate the effects of a disaster , and their actions have saved countless lives . Throughout the sequence , we see them working together , using their skills and expertise to respond to the crisis . The story is one of heroism , teamwork , and resilience in the face of adversity . [SENT]",11678,50,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"George lay in bed , his face tense with unease as he stared upward . [SENT] Jacques sat at his desk , hands clasped , studying a city map with a furrowed brow . [SENT] Cary , Audrey , and Ned joined colleagues in a cramped office , where hushed discussions unfolded around a cluttered table . [SENT] Cary and Audrey stood side by side , their expressions resolute as they faced an unseen challenge . [SENT] Audrey and Cary sat across from Jacques , explaining their plan with urgency while he listened intently , his fingers steepled . [SENT]",2400,50,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The grand dining room buzzes with activity as formally dressed guests gather around tables adorned with candles and fine china , the rich red wallpaper and ornate chandeliers enhancing the evening ’ s elegance . [SENT] James , in a tailored blue suit , engages in a focused conversation with a waiter holding a silver pitcher , his demeanor serious amid the room ’ s lively chatter . [SENT] Viewed through a doorway , the dining room ’ s opulence remains evident as Kim , in a striking green gown , stands near a table , observing the mingling guests with quiet poise . [SENT] Kim converses with a man in a tuxedo near a doorway lined with decorative plates , her posture confident as the dinner ’ s energy continues behind them . [SENT] Outside , a gleaming silver vintage car idles near a stone building , its classic design contrasting with the city ’ s towering skyline . [SENT] Inside the car , James , now donning a fedora , reads a newspaper with unwavering concentration , the urban landscape blurring past the window as he departs the evening ’ s events . [SENT]",5349,50,qwen3vl,large,42,6,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Jack walks into the room not knowing what to expect . [SENT] The room is a bathroom all decorated in an emerald green color . [SENT] The woman steps out of the bathtub greeting Jack with her nakedness . [SENT] Jack embraces the woman , wet and dripping with the bathwater . [SENT] Jack realizes that the woman is disgusting and full of sores . [SENT] He backs away from the woman immediately . [SENT]",1214,51,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"Jack enters his hotel room after a long vacation day . He fears something does n't feel right about the room he had just entered and is frozen in fear . [SENT] Jack goes to the bathroom to splash cold water on his face , only to notice that there is someone in the bathtub . [SENT] As Jack stands at the door of the bathroom , a woman emerges from the bathtub and stares at Jack . [SENT] The woman walks up to Jack and goes for an embrace . Jack hugs her back , as she tells him that she asked the front desk for the key to his room to surprise him . [SENT] Just as Jack was about to ask her a question , the woman appear to become much older and started to chase him around the room saying that she loved him and that they were meant to be together . [SENT] Jack backs away from the bathroom telling the woman that he is a married man and that she needed to leave . [SENT]",1214,51,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines,human_large,43
